,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
448,SONATSOFTW,EQ,01-Mar-2019,338.1,340.5,344.9,337.5,338.25,339.95,340.75,325809,111017794.95,8239,221778,68.07,3,2019,284.1746388176417,0.005471753918958822,Slight or No change
449,SONATSOFTW,EQ,05-Mar-2019,339.95,338.9,347.0,338.85,340.0,340.25,343.42,112054,38481507.5,6475,67199,59.97,3,2019,284.21962699548214,0.0008824827180466954,Slight or No change
450,SONATSOFTW,EQ,06-Mar-2019,340.25,341.0,344.0,335.2,335.6,336.4,339.24,96966,32894350.25,8066,56132,57.89,3,2019,284.2558282993885,-0.011315209404849425,Slight or No change
451,SONATSOFTW,EQ,07-Mar-2019,336.4,339.55,342.8,336.3,337.75,338.95,339.45,64412,21864784.5,5768,36619,56.85,3,2019,284.2810227728597,0.007580261593341353,Slight or No change
452,SONATSOFTW,EQ,08-Mar-2019,338.95,340.0,340.0,330.0,330.0,331.05,333.96,64496,21539316.45,2706,30865,47.86,3,2019,284.30258471303836,-0.02330727245906472,Slight or No change
453,SONATSOFTW,EQ,11-Mar-2019,331.05,330.0,333.7,330.0,332.5,332.45,332.15,233054,77409280.05,3022,211839,90.9,3,2019,284.3826609811849,0.004228968433771296,Slight or No change
454,SONATSOFTW,EQ,12-Mar-2019,332.45,334.8,338.75,330.0,330.1,331.7,334.11,76644,25607863.55,4822,48206,62.9,3,2019,284.40852733933383,-0.002255978342607934,Slight or No change
455,SONATSOFTW,EQ,13-Mar-2019,331.7,333.7,335.5,325.0,327.55,328.8,331.48,194329,64417004.5,6787,145718,74.99,3,2019,284.4699703444953,-0.008742839915586331,Slight or No change
456,SONATSOFTW,EQ,14-Mar-2019,328.8,329.25,334.0,327.55,329.0,330.25,330.77,73069,24168923.5,8316,40730,55.74,3,2019,284.49378358780615,0.0044099756690996195,Slight or No change
457,SONATSOFTW,EQ,15-Mar-2019,330.25,332.8,333.0,318.0,321.6,322.45,325.89,78168,25474319.1,3181,51167,65.46,3,2019,284.5148931695106,-0.023618470855412577,Slight or No change
458,SONATSOFTW,EQ,18-Mar-2019,322.45,323.85,325.45,320.0,320.05,320.95,322.06,51577,16610727.55,4650,32271,62.57,3,2019,284.52825864755243,-0.004651884013025298,Slight or No change
459,SONATSOFTW,EQ,19-Mar-2019,320.95,321.0,327.65,318.5,321.9,322.0,321.37,109701,35254158.45,6389,79334,72.32,3,2019,284.5574721830433,0.0032715376226826187,Slight or No change
460,SONATSOFTW,EQ,20-Mar-2019,322.0,323.9,334.45,323.0,334.0,330.1,329.44,225752,74372371.25,7824,87328,38.68,3,2019,284.6304216613899,0.025155279503105588,Slight or No change
461,SONATSOFTW,EQ,22-Mar-2019,330.1,333.15,341.0,330.25,331.95,332.4,333.39,117327,39115563.75,6274,46804,39.89,3,2019,284.6701555835506,0.006967585580127,Slight or No change
462,SONATSOFTW,EQ,25-Mar-2019,332.4,330.0,332.0,325.25,327.6,327.35,327.35,92899,30410811.1,9331,69111,74.39,3,2019,284.6982461176262,-0.015192539109506464,Slight or No change
463,SONATSOFTW,EQ,26-Mar-2019,327.35,326.4,333.75,326.05,331.5,330.65,328.93,81738,26885768.3,4609,56436,69.04,3,2019,284.72484116716777,0.010080953108293711,Slight or No change
464,SONATSOFTW,EQ,27-Mar-2019,330.65,331.5,339.0,331.5,336.2,337.85,335.43,96297,32301298.45,2284,65560,68.08,3,2019,284.7610397594479,0.02177529109330112,Slight or No change
465,SONATSOFTW,EQ,28-Mar-2019,337.85,340.0,346.6,333.5,333.5,335.15,340.98,184740,62992385.55,13568,95461,51.67,3,2019,284.8268218517871,-0.007991712298357379,Slight or No change
466,SONATSOFTW,EQ,29-Mar-2019,335.15,336.9,340.0,335.0,339.7,337.7,337.3,57263,19314644.95,2061,30790,53.77,3,2019,284.848208619662,0.007608533492466041,Slight or No change
467,SONATSOFTW,EQ,01-Apr-2019,337.7,340.0,344.2,339.95,341.5,341.4,341.72,60896,20809255.95,1878,40741,66.9,4,2019,284.8725241643369,0.010956470239857907,Slight or No change
468,SONATSOFTW,EQ,02-Apr-2019,341.4,341.85,349.95,340.55,349.4,348.3,346.66,215923,74851376.55,8048,95904,44.42,4,2019,284.96907668018184,0.020210896309314608,Slight or No change
469,SONATSOFTW,EQ,03-Apr-2019,348.3,355.0,364.1,348.5,354.0,352.3,358.54,379487,136061876.9,13050,131362,34.62,4,2019,285.1487312983919,0.01148435256962399,Slight or No change
470,SONATSOFTW,EQ,04-Apr-2019,352.3,348.7,351.85,341.0,346.55,345.85,345.03,122715,42340420.5,4678,67807,55.26,4,2019,285.201060941456,-0.01830826000567698,Slight or No change
471,SONATSOFTW,EQ,05-Apr-2019,345.85,346.6,350.0,345.0,345.25,346.45,347.15,51552,17896271.3,4806,34489,66.9,4,2019,285.2232346935077,0.0017348561515106997,Slight or No change
472,SONATSOFTW,EQ,08-Apr-2019,346.45,349.0,349.3,342.85,346.0,346.7,345.95,122711,42451708.6,5741,87181,71.05,4,2019,285.2761663532032,0.0007216048491844873,Slight or No change
473,SONATSOFTW,EQ,09-Apr-2019,346.7,346.05,348.35,333.3,339.9,339.55,339.96,134984,45888743.55,6468,86346,63.97,4,2019,285.327521345453,-0.02062301701759439,Slight or No change
474,SONATSOFTW,EQ,10-Apr-2019,339.55,338.1,342.5,335.5,337.6,338.75,338.59,60675,20544086.25,3639,40191,66.24,4,2019,285.35023353573587,-0.002356059490502216,Slight or No change
475,SONATSOFTW,EQ,11-Apr-2019,338.75,338.0,341.0,330.45,334.0,333.6,334.68,47157,15782599.25,1723,32296,68.49,4,2019,285.3661711424459,-0.015202952029520267,Slight or No change
476,SONATSOFTW,EQ,12-Apr-2019,333.6,333.75,336.9,330.85,334.1,334.85,334.13,35113,11732433.8,1661,18565,52.87,4,2019,285.37833877683676,0.003747002398081456,Slight or No change
477,SONATSOFTW,EQ,15-Apr-2019,334.85,336.85,341.35,334.45,339.85,338.45,338.66,28961,9807895.45,2736,15902,54.91,4,2019,285.3891000358454,0.010751082574286919,Slight or No change
478,SONATSOFTW,EQ,16-Apr-2019,338.45,341.0,343.85,338.0,338.5,339.05,340.26,30438,10356743.6,1483,14370,47.21,4,2019,285.4005332508658,0.0017727877086719523,Slight or No change
479,SONATSOFTW,EQ,18-Apr-2019,339.05,337.0,341.3,331.0,336.4,333.2,333.83,50384,16819796.35,2011,31392,62.31,4,2019,285.417385460744,-0.017254092316767555,Slight or No change
480,SONATSOFTW,EQ,22-Apr-2019,333.2,335.0,335.25,327.1,330.5,330.5,331.09,68596,22711134.15,1660,53154,77.49,4,2019,285.4390146698831,-0.008103241296518626,Slight or No change
481,SONATSOFTW,EQ,23-Apr-2019,330.5,327.1,331.75,326.0,327.45,327.25,329.9,67023,22110677.25,1477,53263,79.47,4,2019,285.45860507803,-0.009833585476550666,Slight or No change
482,SONATSOFTW,EQ,24-Apr-2019,327.25,329.45,333.15,327.1,330.0,330.55,330.19,46270,15277923.85,1851,31708,68.53,4,2019,285.47318589746527,0.010084033613445342,Slight or No change
483,SONATSOFTW,EQ,25-Apr-2019,330.55,330.6,333.95,330.0,330.15,332.15,332.47,29746,9889774.55,2449,17940,60.31,4,2019,285.4828871602434,0.004840417486008164,Slight or No change
484,SONATSOFTW,EQ,26-Apr-2019,332.15,333.8,336.0,327.0,330.0,330.1,331.59,26603,8821291.1,2641,14198,53.37,4,2019,285.4911789799177,-0.0061719102814992155,Slight or No change
485,SONATSOFTW,EQ,30-Apr-2019,330.1,327.1,335.0,325.35,329.5,331.35,330.67,54879,18147025.75,2799,25167,45.86,4,2019,285.5087533747466,0.0037867312935473407,Slight or No change
486,SONATSOFTW,EQ,02-May-2019,331.35,330.0,334.0,330.0,332.0,331.2,331.63,27787,9214997.35,1759,18069,65.03,5,2019,285.5176176189181,-0.0004526935264826948,Slight or No change
487,SONATSOFTW,EQ,03-May-2019,331.2,334.4,334.4,323.15,330.0,328.05,326.44,70304,22950021.7,4388,34732,49.4,5,2019,285.5384843138447,-0.009510869565217295,Slight or No change
488,SONATSOFTW,EQ,06-May-2019,328.05,325.0,334.8,321.55,329.0,329.85,327.97,119013,39032822.25,3723,85542,71.88,5,2019,285.5752552249434,0.005486968449931462,Slight or No change
489,SONATSOFTW,EQ,07-May-2019,329.85,331.2,345.55,330.0,341.8,340.5,339.72,177235,60210761.2,6202,83876,47.32,5,2019,285.6430466177136,0.03228740336516589,Slight or No change
490,SONATSOFTW,EQ,08-May-2019,340.5,347.0,347.0,333.1,335.5,338.1,337.34,69025,23284578.45,4327,33470,48.49,5,2019,285.6682499397421,-0.007048458149779724,Slight or No change
491,SONATSOFTW,EQ,09-May-2019,338.1,337.0,337.0,331.65,332.0,332.95,333.6,36413,12147467.0,1737,19095,52.44,5,2019,285.6802308068854,-0.015232179828453263,Slight or No change
492,SONATSOFTW,EQ,10-May-2019,332.95,330.05,335.0,330.05,333.0,332.85,332.03,35325,11729018.0,3454,20903,59.17,5,2019,285.6918233154124,-0.0003003453972066916,Slight or No change
493,SONATSOFTW,EQ,13-May-2019,332.85,334.6,342.0,332.0,337.7,339.8,338.57,99259,33606229.05,4240,55470,55.88,5,2019,285.72916247118366,0.02088027640078116,Slight or No change
